-0.22049797	0.14544341	-0.14652161	-0.17874184	-0.031490467	-0.0032837186	-0.010178617	-0.21410768	0.113526754	0.059378963	-0.14837484	-0.104318574	-0.1254079	0.22321518	-0.11638119	0.1413028
-0.14327244	0.0031089927	-0.18763846	-0.13600527	-0.08324746	0.046877943	-0.16752423	-0.1366462	0.2677701	0.2962594	-0.23328476	-0.121811174	-0.22681922	0.11591098	-0.2178754	-0.031677417
-0.18446246	0.03714726	-0.18841991	-0.14951022	-0.040004518	-0.22408581	-0.029214544	-0.00029981454	0.07620851	0.1002714	-0.075513616	0.1074202	0.012875168	0.010368188	0.025128476	0.089722246
-0.048091233	-0.097320355	0.17115238	0.16518055	-0.008050147	0.0870032	0.019694196	-0.08025784	0.022156864	-0.3288592	0.26444754	-0.24239267	0.1557845	-0.08409672	0.13221624	0.10530165
0.029841093	0.114857465	0.13013741	-0.28503233	0.014776587	-0.10507294	0.12683669	0.015296719	-0.018793397	-0.033603255	-0.08963792	0.09831716	0.020658594	-0.074863836	0.006831801	0.06898857
-0.024409933	-0.014826849	-0.045449067	-0.34152475	-0.0955021	-0.089706615	0.042867646	0.034523334	-0.0004998224	0.06848704	-0.13607912	-0.03475831	-0.08583586	-0.05784449	-0.06517862	0.113042295
-0.12722138	0.088286854	-0.29220918	-0.20811693	0.043194104	-0.15171383	-0.10713564	0.0054499204	0.114896365	0.11804494	-0.34825778	-0.111226864	-0.14865799	0.16787085	-0.016323095	-0.00600627
-0.07372832	-0.10633766	-0.09794327	-0.2629164	0.17170694	-0.11124906	0.13203363	0.12758657	-0.0716897	0.05031438	0.03607136	0.22082973	0.018517368	0.15970738	0.12028594	-0.13529007
0.047159746	-0.07563623	0.05298081	0.07165248	0.18765192	0.16336529	0.0032532043	0.14364937	-0.12888762	-0.019551221	0.026727298	0.15507802	0.13596384	-0.021072451	0.0153682	-0.36965927
0.041110408	-0.18053117	-0.06278932	-0.05911192	0.056692243	0.081311144	-0.022431262	-0.02375043	0.21791518	0.089597575	-0.049076635	-0.14043765	-0.30844977	0.054104418	-0.12881143	0.21235964
0.0083827125	-0.18114054	0.06267522	-0.103571266	0.0018110427	-0.14992426	-0.01562817	0.029143713	0.13574392	-0.07715628	0.10986651	0.06412239	0.070500314	-0.0077949474	0.100724675	0.15884718
0.05864765	-0.14844301	0.08018238	0.09180644	0.0004965599	0.06644785	0.11965233	0.034737438	0.07039169	0.102183044	0.12286644	-0.19129398	-0.15845	-0.1589074	0.08865441	0.29981557
-0.5658415	-0.67367494	-0.5426665	0.50363594	-0.413201	-0.50933784	-0.42019948	-0.57924116	0.43491474	0.40532377	-0.45236912	-0.5462409	-0.5312579	0.30928406	-0.4004526	-0.10296266
-0.4799454	-0.5208241	-0.4990302	0.06186783	-0.40674856	-0.523789	-0.378645	-0.49897796	0.29697755	0.6433028	-0.47170952	-0.28789428	-0.6651038	0.5398931	-0.48550308	0.09164669
-0.30337647	-0.09293042	-0.18926312	-0.02560971	-0.049222976	-0.19027904	-0.20906274	-0.23118241	0.040354818	0.07123592	-0.06607516	-0.03694407	-0.08316005	0.3724835	-0.028517291	0.09807804
-0.08532534	-0.08633316	-0.14541435	-0.0046168203	-0.16733925	-0.015351157	-0.36029285	-0.4245514	0.28045687	0.15712756	-0.1640766	-0.2394966	-0.30652592	0.19755337	-0.30787373	0.103026845
-0.2911158	-0.12455155	-0.20018514	-0.056645468	-0.10842993	-0.20180908	-0.082460016	-0.18300477	0.24239041	0.13072214	-0.21308842	0.13659732	-0.16423479	0.16819781	-0.0024094167	-0.15855941
-0.5203217	-0.3580785	-0.5286426	-0.15009315	-0.33439282	-0.7045392	-0.542815	-0.42398024	0.5341233	0.5650918	-0.8679514	-0.33884984	-0.41389468	0.46491033	-0.5019304	-0.10123865
-0.19818226	-0.29796177	-0.22470544	0.108279265	-0.06373324	-0.1650898	-0.07582343	-0.030914351	0.22147678	0.30530635	-0.09926267	0.12414234	-0.20164876	0.31990883	0.18614165	0.03433297
0.052053183	-0.012733809	0.052767638	0.023936776	0.08398883	0.14135368	-0.22363922	-0.07656286	0.061848525	0.031482026	0.008446039	-0.024020726	-0.077228345	0.081478916	0.12748796	-0.36320704
-0.07780424	0.2777088	-0.09150488	-0.091833666	0.0042446684	-0.014063157	-0.0007445988	-0.13977513	-0.026373472	-0.013900633	-0.12992364	0.031769153	0.05886573	-0.037782036	-0.019775739	-0.09443111
-0.10129445	-0.2392563	-0.13178237	0.27406758	-0.27892408	-0.19385146	-0.12074564	-0.18804686	0.13782293	0.12906042	-0.15720783	-0.06798455	-0.33660316	0.12356807	-0.14222358	0.187557
0.050751023	0.13360527	-0.014457393	0.10910531	-0.14941764	0.02873012	-0.20990062	-0.1980662	-0.01432478	-0.06605339	-0.20821124	-0.015570302	0.048502572	0.059319373	-0.06274813	-0.2063784
-0.30852732	-0.3833042	-0.3118095	-0.045557193	-0.29502264	-0.33237016	-0.45412576	-0.31543675	0.30117786	0.33490652	-0.39738348	-0.33934438	-0.24871597	0.39577982	-0.54617786	-0.34818494
-0.2825183	-0.35385492	-0.28862518	0.13330609	-0.22192082	-0.26014692	-0.31344044	-0.13629106	0.03390084	0.2146231	-0.47415918	-0.2718484	-0.13688442	0.25395778	-0.08734457	0.025941437
-0.015957791	-0.008555951	-0.16736741	0.1335418	-0.13340804	0.04536561	-0.10854734	-0.14775036	0.10277401	0.0039598253	0.06251954	-0.13244835	-0.03913029	0.012489206	-0.23142263	-0.05123561
-0.32713282	-0.2737984	-0.18902586	0.09637153	-0.19721994	-0.21053934	-0.36061782	-0.2363054	0.40451846	0.30366442	-0.33405408	-0.30374628	-0.2580844	0.23415944	-0.2936958	-0.11697544
-0.07019729	0.05468802	-0.33751762	0.066425964	-0.14112017	-0.0645432	-0.24031271	-0.13798997	0.121328734	0.1674792	-0.3379838	0.062266223	-0.17768195	0.13465606	-0.09115936	0.07599875
-0.10409522	0.049742024	-0.11559074	-0.021007603	-0.049560104	-0.008152585	-0.07797702	-0.041039042	0.069744326	0.072183855	0.041067522	-0.27697062	-0.011798196	0.10140026	-0.117771536	0.046288256
0.042489003	0.14331771	-0.13262649	-0.07353334	-0.062138144	-0.004497681	0.0073515507	-0.021415086	0.037212502	0.25796065	-0.20854272	0.14173643	-0.19781344	0.067421824	0.014067573	-0.014103771
-0.27061835	-0.13338315	-0.27846918	-0.21074185	-0.30217785	-0.27581102	-0.38632762	-0.24177618	0.40119535	0.33591947	-0.32930237	-0.25628823	-0.2780594	0.36571997	-0.2853194	0.41022527
-0.23789106	-0.24455182	-0.42403367	-0.049081713	-0.32384074	-0.2204713	-0.40066418	-0.23148458	0.2155214	0.35712802	-0.2637157	-0.18649712	-0.40375033	0.3184685	-0.2338462	0.0005950412
0.13914542	0.35057	0.22872569	-0.377326	0.26846933	0.09084584	0.3271704	0.26357752	-0.18221879	-0.046811704	0.05623905	0.25314236	0.092552386	-0.20062026	0.26060018	0.25852484
-0.38682318	-0.37415934	-0.19182324	0.2682904	-0.13523097	-0.16403879	-0.24546522	-0.335194	0.28572348	0.12330821	-0.27807733	-0.1242552	-0.10391892	0.1979857	-0.25372657	-0.14677776
-0.21769367	-0.24945292	-0.22039104	-0.012377993	-0.05117464	-0.21204601	-0.14345717	-0.23053531	0.2943841	0.03522209	-0.024143891	-0.14499287	-0.14012021	0.19596112	-0.0021484	0.09562957
-0.30220094	-0.14401656	-0.25802383	-0.25348482	-0.31213227	-0.28767818	-0.35284916	-0.31603318	0.31842327	0.27675828	-0.17112163	-0.37993032	-0.19792002	0.29996827	-0.24785304	0.29252726
0.010272374	-0.17619209	0.037887007	0.0800987	0.027193738	0.019051224	-0.060638297	-0.064845495	0.15367457	0.015527338	0.008398852	-0.25134006	-0.09795283	-0.0006138598	-0.057623778	-0.004122104
-0.5439879	-0.44324693	-0.27840307	0.27499446	-0.27441895	-0.39524567	-0.2935316	-0.41589716	0.4410631	0.42139655	-0.18055937	-0.39727783	-0.3102737	0.6094888	-0.32389098	0.012812037
-0.080027506	-0.0026508535	-0.115506396	-0.11742752	-0.01969737	-0.015218322	-0.05406309	-0.1463546	-0.0061038556	0.051866844	0.06713929	0.109553225	0.109293744	0.20084085	-0.007555504	-0.0981487
-0.105157815	0.021133328	0.014943266	-0.1181561	-0.040637184	0.097843885	0.04826117	-0.0018759978	0.10813633	-0.003950662	0.3232493	-0.12861155	0.05241308	0.038920876	-0.0020183572	0.10004001
-0.20991649	-0.14414595	-0.21729259	0.29790714	-0.35313246	0.010758889	-0.33783308	-0.23237143	0.0826913	0.17180303	-0.17869094	-0.31817845	-0.10221246	0.2911506	-0.2812606	-0.27953607
-0.24644105	-0.22153422	-0.18281452	0.23097938	-0.40671107	-0.112535216	-0.35746112	-0.3547549	0.2550152	0.0011154171	-0.2722692	-0.23363444	-0.23088442	0.2977322	-0.33138916	-0.42509684
0.018511258	-0.0021489963	-0.07195477	-0.13506027	-0.04831047	0.10312952	0.09104122	-0.08502638	0.01519962	0.11094655	0.004366854	0.023200568	0.03151858	0.01772683	-0.14978477	-0.05047508
-0.15221256	-0.23242621	-0.22911511	0.40262723	-0.3695564	0.17611274	-0.44689465	-0.16332015	0.23640099	0.40457714	-0.27575597	-0.1266113	-0.06132341	0.24631305	-0.22037886	-0.36493912
-0.17916149	-0.2252762	-0.12701958	0.2197764	-0.19833134	-0.18565337	-0.10016842	-0.31039497	0.23325172	0.1220812	-0.07076172	-0.22953643	-0.11580265	0.186445	-0.13312884	0.11843255
-0.2260762	-0.051742736	-0.17536251	-0.062519535	-0.22915235	-0.11370465	-0.18820229	-0.22359319	0.30859104	0.21288064	-0.19341853	-0.43628174	-0.27285016	0.16132468	-0.23845235	0.07934691
-0.2623332	-0.034825604	-0.3013486	0.07773116	-0.1423548	-0.17261018	-0.13028869	-0.1908217	0.09582124	0.083049305	-0.11477721	0.10373798	-0.11851722	0.41192755	-0.035981547	-0.18450847
